CommonName,Type,CA,SerialNumber,HourPeriod,CorrectFormatSerialNum,IsTimeValid,IsVerified
*.detsad9.ru,precertificate,Russian Trusted Sub CA,18D20D5DD3A43490D31438AEEFF,8760,true,true,true
bc-pc-ext-pre.mkb.ru,precertificate,Russian Trusted Sub CA,18D20D7C9289EB92DFA2293A563,8760,true,true,true
*.gorodazov.ru,precertificate,Russian Trusted Sub CA,18D20D9BA8969A5A3088994FF84,8760,true,true,true
*.doctor30.ru,precertificate,Russian Trusted Sub CA,18D20DB4C4F74B6B5040A6BB229,8760,true,true,true
staging.senat.sberbank.ru,precertificate,Russian Trusted Sub CA,18D20DF7FD2F8390894E0AFFDAA,8760,true,true,true
www.spasibosberbank.ru,precertificate,Russian Trusted Sub CA,18D20DF8AFD99B6931BBD8D1F9E,8760,true,true,true
elk.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20DF979DFFE02472BD8D1F5E,8760,true,true,true
crm.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20DFB21FFF272572BD8D1F5E,8760,true,true,true
help.spasibo.digital,precertificate,Russian Trusted Sub CA,18D20E08672CFEBA66BBD8D1FD6,8760,true,true,true
research.sberbank-cib.com,precertificate,Russian Trusted Sub CA,18D20E09D6912DF0FC0F4167AF8,8760,true,true,true
www.bonus-spasibo.ru,precertificate,Russian Trusted Sub CA,18D20E0AC81CCE58169BD8D1F1E,8760,true,true,true
sc-ek-app-if01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E0BA510A937648898D1F1E,8760,true,true,true
sc-ek-app-ps22.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E0C8F10AD33449898D1F1E,8760,true,true,true
sc-ek-ts-if02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E0DBB10ADB8462A78D1F1E,8760,true,true,true
www.sberspasibo.ru,precertificate,Russian Trusted Sub CA,18D20E111668CC82875BD8D1F1E,8760,true,true,true
senat.sberbank.ru,precertificate,Russian Trusted Sub CA,18D20E11E3BF8390894E00E63AC,8760,true,true,true
cdn.sberbank.ru,precertificate,Russian Trusted Sub CA,18D20E12A7B5C8AC2378200AB48,8760,true,true,true
sc-ek-app-ps01.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E136540A833E49898D1F1E,8760,true,true,true
dev-gmp.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E13EFE0A1FC614BD8D1F1E,8760,true,true,true
sbervmeste.ru,precertificate,Russian Trusted Sub CA,18D20E14898C911272721D428B3,8760,true,true,true
kibana-gmp-ift.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E152B80A17E65C8C8D1F1E,8760,true,true,true
www.spasibosberbank.online,precertificate,Russian Trusted Sub CA,18D20E15D39A3906FF0BB8D1FFE,8760,true,true,true
ift-csc-cobrowsing.sberbank.ru,precertificate,Russian Trusted Sub CA,18D20E16849F8496C8E1E5855AC,8760,true,true,true
www.mahjong.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E1721FFF7467D1BC8D1F5E,8760,true,true,true
www.api.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E17F68FFD38869BD8D1F5E,8760,true,true,true
info.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E18964FFA4A370BD8D1F5E,8760,true,true,true
testsberprime.spasibo.digital,precertificate,Russian Trusted Sub CA,18D20E19412CFC325DA8B8D1FD6,8760,true,true,true
dm.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E19E44FFE16B73BD8D1F5E,8760,true,true,true
www.game3.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E1A74BFF36221BBD8D1F5E,8760,true,true,true
sberprime.spasibo.digital,precertificate,Russian Trusted Sub CA,18D20E1B135CFC3551CBE8D1FD6,8760,true,true,true
psi-spkk-static-web.testonline.sberbank.ru,precertificate,Russian Trusted Sub CA,18D20E1BAE4BBCA1C8850BD776F,8760,true,true,true
sc-ek-ts-ps02.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E1C4BC0ACBCC63A78D1F1E,8760,true,true,true
www.2048c.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E1D030FF44E81ABD8D1F5E,8760,true,true,true
www.spasibosberbank.events,precertificate,Russian Trusted Sub CA,18D20E1DCAED29A6FF0BB8D1F06,8760,true,true,true
www.spasibo.market,precertificate,Russian Trusted Sub CA,18D20E1E6DFF54F2C75BD8D1F96,8760,true,true,true
www.new.spasibosberbank.ru,precertificate,Russian Trusted Sub CA,18D20E1EF029936CBFABB8D1F9E,8760,true,true,true
clientrix.cplsb.ru,precertificate,Russian Trusted Sub CA,18D20E1FC0C8388D575BD8D1F5E,8760,true,true,true
spasibo.digital,precertificate,Russian Trusted Sub CA,18D20E20528CF1B7D73BD8D1FD6,8760,true,true,true
indices.sberbank-cib.com,precertificate,Russian Trusted Sub CA,18D20E20F0B12DFF7DBAB167AF8,8760,true,true,true
*.online.sberbank.ru,precertificate,Russian Trusted Sub CA,18D20E2181A5C8AC2F799F4A848,8760,true,true,true
trade.sberbank-cib.ru,precertificate,Russian Trusted Sub CA,18D20E221158C9E64359D167AF8,8760,true,true,true
senat.cloud,precertificate,Russian Trusted Sub CA,18D20E22BA2F83998B111E565AC,8760,true,true,true
www.kibana.spasibobonus.ru,precertificate,Russian Trusted Sub CA,18D20E235CE0D1C4BFBBB8D1F9E,8760,true,true,true
zakupki.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E23EE7FF131F69BD8D1F5E,8760,true,true,true
mail.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E247E5FF2AAE70BD8D1F5E,8760,true,true,true
test.spasibo.digital,precertificate,Russian Trusted Sub CA,18D20E25771CFBB9868BD8D1FD6,8760,true,true,true
www.api-gmp.spasibosb.ru,precertificate,Russian Trusted Sub CA,18D20E2627AFFFCFFD1BC8D1F5E,8760,true,true,true
ift-lgmp.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E26C0A0ABF31B1BD8D1F1E,8760,true,true,true
*.mag.21-school.ru,precertificate,Russian Trusted Sub CA,18D20E2769026502D2629931D35,8760,true,true,true
sc-ek-app-ps21.spasibotest.ru,precertificate,Russian Trusted Sub CA,18D20E280550A9B3349898D1F1E,8760,true,true,true
